OBJECTID,GlobalID,GUID for meta,# Interviewer,# Site,Screen: 18+,Screen: Have you been surveyed in the last 2 weeks?,Agreement to participate,"Are you/have you been a resident, got a holiday home here or been here over 3 months?","If here for less than 3 months, how many DAYS will you be in the area in total on this trip?","While you are on your trip, do you have access to a motorised boat/jetski (private/rental)?","If YES, how many DAYS out of your trip will you be going out on a boat in total? ",How many DAYS of your trip will you be doing coastal shore based activities in total? ,"Excluding this trip, how many times have you been to the area in the last 12 month?",created_user,created_date,last_edited_user,last_edited_date,x,y
97,0c7d9c06-fce7-4549-bb10-b5c7d625891b,,NSH,EsperanceBR,Yes,No,Yes,No,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 1:37:43 AM,Nicole.Hamre_UWA,2/19/2022 1:37:43 AM,121.893601184348,-33.8646425464441
98,51dfa3f7-82df-41cf-a0f8-1aa93ffd6a6c,,NSH,EsperanceBR,Yes,No,Yes,No,3,Yes,1,All,3,Nicole.Hamre_UWA,2/19/2022 1:48:30 AM,Nicole.Hamre_UWA,2/19/2022 1:48:30 AM,121.89421383627,-33.8644885776094
99,e8769595-a7cf-4616-b37c-fceb5542f34a,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 2:30:41 AM,Nicole.Hamre_UWA,2/19/2022 2:30:41 AM,121.893826233886,-33.8646572537823
100,4da40b00-6cd5-4896-aea9-ae5dd656ecdc,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 2:42:31 AM,Nicole.Hamre_UWA,2/19/2022 2:42:31 AM,121.894178860365,-33.8647509034469
101,4c37abe2-3fbd-4ed5-bba2-f35cff58bb67,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 2:53:34 AM,Nicole.Hamre_UWA,2/19/2022 2:53:34 AM,121.894364547524,-33.8655776288516
102,82356359-03c8-4040-9730-e90cdfb90f38,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 3:22:35 AM,Nicole.Hamre_UWA,2/19/2022 3:22:35 AM,121.893826233886,-33.8646572537823
103,05a82126-6c04-46d6-8c92-aebbb78f2a8b,,NSH,EsperanceBR,Yes,No,Yes,Yes,5,Yes,1,3,0,Nicole.Hamre_UWA,2/19/2022 3:27:45 AM,Nicole.Hamre_UWA,2/19/2022 3:27:45 AM,121.893601184348,-33.8646425464441
104,4e0c97df-f4e1-45b4-ad54-c0dc16f8470c,,NSH,EsperanceBR,Yes,No,No,Yes,NA,Yes,1,3,0,Nicole.Hamre_UWA,2/19/2022 3:34:54 AM,Nicole.Hamre_UWA,2/19/2022 3:34:54 AM,121.893826233886,-33.8646572537823
105,38649731-bad5-4ab5-99d2-470be1d85d8b,,NSH,EsperanceBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 3:38:34 AM,Nicole.Hamre_UWA,2/19/2022 3:38:34 AM,121.893826233886,-33.8646572537823
106,99541474-93ff-4b55-af57-8615892206f5,,NSH,EsperanceBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 3:45:27 AM,Nicole.Hamre_UWA,2/19/2022 3:45:27 AM,121.894364547524,-33.8655776288516
107,e2c71f7c-ed3b-4b6c-a4dd-23495340d369,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:08:12 AM,Nicole.Hamre_UWA,2/19/2022 4:08:12 AM,121.894188276505,-33.8651313677191
108,03725eb2-3931-4f63-aa4f-7b85b962b03e,,NSH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 4:29:52 AM,Nicole.Hamre_UWA,2/19/2022 4:29:52 AM,121.89399898261,-33.865724200002
109,8e74fb7b-1697-45ff-99e2-a74617ea22ce,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:27:48 AM,Nicole.Hamre_UWA,2/19/2022 5:27:48 AM,121.93110378942,-33.8339321955526
110,08f70467-6c0b-4af2-bc5e-a892ab8a700d,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:39:33 AM,Nicole.Hamre_UWA,2/19/2022 5:39:33 AM,121.931281839102,-33.8334782123724
111,cc6c0986-c741-4f81-8a96-1b78bf3d6e51,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 5:53:54 AM,Nicole.Hamre_UWA,2/19/2022 5:53:54 AM,121.931498530715,-33.8334055240985
112,d7ff377e-dadf-427c-90d5-15e4b96a29f3,,NSH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:09:42 AM,Nicole.Hamre_UWA,2/19/2022 6:09:42 AM,121.93110378942,-33.8339321955526
113,3c09cff3-29fc-4311-99d5-7185c3a16a96,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:15:12 AM,Nicole.Hamre_UWA,2/19/2022 6:15:12 AM,121.930806039226,-33.8339990235536
114,db10fec0-c528-4a62-b252-d28b6c06e265,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:25:22 AM,Nicole.Hamre_UWA,2/19/2022 6:25:22 AM,121.931465546375,-33.8335626710366
115,d2d03996-faca-47e5-a2ee-0dfa613c95ef,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:30:19 AM,Nicole.Hamre_UWA,2/19/2022 6:30:19 AM,121.93110378942,-33.8339321955526
116,3a5f1a2b-9ccd-4c77-b7b5-2ffb891a1601,,NSH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/19/2022 6:48:44 AM,Nicole.Hamre_UWA,2/19/2022 6:48:44 AM,121.931509518908,-33.833337737519
117,49e1e9cb-9b9b-47c2-ba99-33679c1094ee,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:03:42 AM,Nicole.Hamre_UWA,2/22/2022 4:03:42 AM,121.930681462659,-33.8336275853424
118,8111a384-2bf9-4c4a-9b1e-abab8c98f4d7,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:08:35 AM,Nicole.Hamre_UWA,2/22/2022 4:08:35 AM,121.931071470731,-33.8336866091586
119,c9d6c970-69c5-4d98-b565-d07085adcfbd,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 4:12:31 AM,Nicole.Hamre_UWA,2/22/2022 4:12:31 AM,121.931048309468,-33.8331765733914
120,1329c3a8-8bc5-4ae3-a9b5-deb11cb5d8b4,,EH,BandyCreekBR,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 5:27:54 AM,Nicole.Hamre_UWA,2/22/2022 5:32:46 AM,121.931361540329,-33.8337643653257
121,a5f28630-2646-4bfb-949f-5fed2cb9034f,,EH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 5:42:13 AM,Nicole.Hamre_UWA,2/22/2022 5:42:13 AM,121.931285418889,-33.8341638797609
122,587038c5-3b90-4e50-a999-a0fc76affc7a,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 5:48:36 AM,Nicole.Hamre_UWA,2/22/2022 5:48:36 AM,121.931268361678,-33.8333127974347
123,ca992115-75a7-4a71-9f7d-0fe33b578681,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 6:07:02 AM,Nicole.Hamre_UWA,2/22/2022 6:07:02 AM,121.931202597813,-33.8336956977779
124,179f0557-cef4-499a-8141-bef2378755f0,,EH,BandyCreekBR,Yes,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 6:15:01 AM,Nicole.Hamre_UWA,2/22/2022 6:15:01 AM,121.931123571221,-33.8337885523713
125,4ebfe7ef-b690-4de7-9e0c-c2bbb1ba1825,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/22/2022 6:21:12 AM,Nicole.Hamre_UWA,2/22/2022 6:27:16 AM,121.931031199257,-33.8339830513684
126,3c86553b-97c3-4872-9981-c3dd447aa113,,EH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,1,3,1,Nicole.Hamre_UWA,2/26/2022 1:07:07 AM,Nicole.Hamre_UWA,2/26/2022 1:07:07 AM,121.93109579621,-33.8334861384439
127,995ab30b-17bd-4b63-b227-e7aeb2f2b864,,EH,BandyCreekBR,No,No,NE,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/26/2022 2:10:38 AM,Nicole.Hamre_UWA,2/26/2022 2:10:38 AM,121.931387156688,-33.8334314349546
128,3eecdd3d-d852-403a-9293-74a5f58fd342,,EH,BandyCreekBR,Yes,Yes,No,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/26/2022 3:14:56 AM,Nicole.Hamre_UWA,2/26/2022 3:14:56 AM,121.931387156688,-33.8334637205389
129,ee39040d-535f-4f9c-98cf-f6e3dfb4da8c,,EH,BandyCreekBR,No,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/26/2022 3:39:34 AM,Nicole.Hamre_UWA,2/26/2022 3:39:34 AM,121.931411935817,-33.8336176042692
130,500d4e4a-ff0b-409f-8611-45cd731b7efe,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 2:41:20 AM,Nicole.Hamre_UWA,2/16/2022 2:51:13 AM,121.894706828105,-33.8657026662566
131,bba4a32c-e66a-4526-aac6-308d754f0fe0,,EH,EsperanceBR,Yes,No,Yes,No,5,Yes,2,0,0,Nicole.Hamre_UWA,2/16/2022 3:17:04 AM,Nicole.Hamre_UWA,2/16/2022 3:17:04 AM,121.894402027034,-33.8655548292536
132,d560306f-cdd5-4496-b846-ca6c9efd9fad,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 3:35:10 AM,Nicole.Hamre_UWA,2/16/2022 3:35:10 AM,121.894120546228,-33.8654751492127
133,f5deb850-9c45-49ed-ba4f-68861d2d8004,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 3:50:18 AM,Nicole.Hamre_UWA,2/16/2022 3:50:18 AM,121.894158124553,-33.8679914352807
134,a53d7962-02a9-4e66-b64a-d9ec17107611,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 3:55:59 AM,Nicole.Hamre_UWA,2/16/2022 3:55:59 AM,121.894786030767,-33.8680947420766
135,e9b77b44-583b-48dc-bdee-85a9594bac79,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 4:05:47 AM,Nicole.Hamre_UWA,2/16/2022 4:05:47 AM,121.893700000826,-33.8665951548559
136,8e9ee990-5eb8-45f7-9619-d77e261f9c2d,,EH,EsperanceBR,Yes,No,No,No,0,No,0,0,0,Nicole.Hamre_UWA,2/16/2022 4:15:43 AM,Nicole.Hamre_UWA,2/16/2022 4:15:43 AM,121.893357985248,-33.8661584899344
137,777906ad-730b-4b2a-a042-20158febdb2a,,EH,EsperanceBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 4:21:31 AM,Nicole.Hamre_UWA,2/16/2022 4:21:31 AM,121.894322194653,-33.8665697724608
138,e2100749-6809-4183-8d75-b1eb2623cdc4,,EH,BandyCreekBR,Yes,No,Yes,Yes,NA,Yes,NA,NA,0,Nicole.Hamre_UWA,2/16/2022 4:52:50 AM,Nicole.Hamre_UWA,2/16/2022 4:52:50 AM,121.931431010644,-33.8322005374937
139,e4074320-0ff9-4182-9b05-235d79945572,,NSH,BandyCreekBR,Yes,No,Yes,Yes,4,Yes,1,All,0,Nicole.Hamre_UWA,2/16/2022 5:43:58 AM,Nicole.Hamre_UWA,2/16/2022 5:43:58 AM,121.931623851986,-33.8328850704615
