"OBJECTID","GlobalID","aGUID","How many days have you fished in the last 12 months?","How many years have you been fishing for?","Are you a scuba diver? If so, what is your certification?","If SCUBA DIVER, how many dives have you done?","What year were you born?","What is your postcode?","If VISITOR, where are you staying?","# Female or Male","# Number of females in party (excluding participant)","# Number of males in party (excluding participant)","# Number of girls in party","# Number of boys in party","# Boat Length (m)","# Boat number","Comments","created_date","created_user","last_edited_date","last_edited_user"
111,"00000000-0000-0000-0000-000000000000","D560306F-CDD5-4496-B846-CA6C9EFD9FAD",52,47,"None",NA,1970,6714,"Esperance","Male",NA,NA,NA,NA,3,NA,"Ginger Scottish guy, black boat Yamaha motor.","16/2/22 3:40","Nicole.Hamre_UWA","16/2/22 4:35","Nicole.Hamre_UWA"
112,"00000000-0000-0000-0000-000000000000","F5DEB850-9C45-49ED-BA4F-68861D2D8004",20,30,"None",NA,1987,6450,"Esperance","Male",NA,1,NA,NA,3,"54516",NA,"16/2/22 3:54","Nicole.Hamre_UWA","16/2/22 3:54","Nicole.Hamre_UWA"
113,"00000000-0000-0000-0000-000000000000","A53D7962-02A9-4E66-B64A-D9EC17107611",120,45,"None",NA,1971,6450,"Esperance","Male",NA,NA,NA,NA,1,"Gn895","Jet ski","16/2/22 4:01","Nicole.Hamre_UWA","16/2/22 4:01","Nicole.Hamre_UWA"
114,"00000000-0000-0000-0000-000000000000","E9B77B44-583B-48DC-BDEE-85A9594BAC79",24,25,"DM",400,1974,6450,"Esperance","Male",1,NA,NA,NA,5,"459259",NA,"16/2/22 4:11","Nicole.Hamre_UWA","16/2/22 4:11","Nicole.Hamre_UWA"
115,"00000000-0000-0000-0000-000000000000","777906AD-730B-4B2A-A042-20158FEBDB2A",20,55,"None",NA,1957,6450,"Esperance","Male",NA,1,NA,NA,6,"A311","Quotas are too confusing and vary between species. Eg whiting quotas affect herring allowances. Also thinks there are too many whites, lost a friend to white pointer.","16/2/22 4:29","Nicole.Hamre_UWA","16/2/22 4:29","Nicole.Hamre_UWA"
116,"00000000-0000-0000-0000-000000000000","E2100749-6809-4183-8D75-B1EB2623CDC4",50,3,"None",NA,1964,6450,"Esperance","Female",NA,1,NA,NA,6,"Dc609",NA,"16/2/22 4:59","Nicole.Hamre_UWA","16/2/22 4:59","Nicole.Hamre_UWA"
117,"00000000-0000-0000-0000-000000000000","E4074320-0FF9-4182-9B05-235D79945572",0,0,"DM",500,1950,6208,"Esperance","Male",1,0,0,0,NA,NA,NA,"16/2/22 6:08","Nicole.Hamre_UWA","16/2/22 6:08","Nicole.Hamre_UWA"
118,"00000000-0000-0000-0000-000000000000","0E3EE5CB-185B-4972-A837-D1CA84E6CC12",5,45,"None",0,1970,0,"Esperance","Male",0,1,0,0,6,"DZ989",NA,"9/3/22 1:56","Nicole.Hamre_UWA","9/3/22 1:56","Nicole.Hamre_UWA"
119,"00000000-0000-0000-0000-000000000000","C2CA509E-EB8A-4AA6-AAE2-2B36289CC47A",15,40,"None",0,1969,0,"Esperance","Male",0,1,0,0,5,"33261","Bait for fishing competition","9/3/22 4:00","Nicole.Hamre_UWA","9/3/22 4:00","Nicole.Hamre_UWA"
120,"00000000-0000-0000-0000-000000000000","56457D9B-2660-40E3-BD9A-272827D09AF5",30,50,"None",NA,1962,6725,"Esperance","Male",NA,1,NA,NA,5,"Ey540",NA,"10/3/22 2:36","Nicole.Hamre_UWA","10/3/22 2:36","Nicole.Hamre_UWA"
121,"00000000-0000-0000-0000-000000000000","EFDDB797-1C2E-4CB3-AF04-3BC6A29C4C20",2,40,"None",NA,1952,6239,"Esperance","Male",NA,1,NA,NA,5,"Gs185",NA,"10/3/22 2:49","Nicole.Hamre_UWA","10/3/22 2:49","Nicole.Hamre_UWA"
122,"00000000-0000-0000-0000-000000000000","2E7257F7-9ED2-4623-A625-1FC038E4C219",50,50,"None",NA,1963,6450,"Esperance","Male",NA,NA,NA,NA,3,"Gf594",NA,"10/3/22 4:17","Nicole.Hamre_UWA","10/3/22 4:17","Nicole.Hamre_UWA"
123,"00000000-0000-0000-0000-000000000000","F71C1A9E-093F-4E6C-9963-4B5E1C8B932D",60,35,"None",NA,1980,6450,"Esperance","Male",NA,1,NA,NA,4,"Ea043",NA,"10/3/22 4:39","Nicole.Hamre_UWA","10/3/22 4:39","Nicole.Hamre_UWA"
124,"00000000-0000-0000-0000-000000000000","67A38E21-EAA7-49A9-84C7-A6D146F08412",12,30,"None",NA,1969,6450,"Esperance","Male",1,1,NA,NA,5,"Chloe sue",NA,"10/3/22 4:44","Nicole.Hamre_UWA","10/3/22 4:44","Nicole.Hamre_UWA"
125,"00000000-0000-0000-0000-000000000000","5248BF72-4F16-4E85-8971-BF3D1B1DF700",50,20,"OW",500,1993,6450,"Esperance","Male",NA,NA,NA,NA,7,"Ey824",NA,"10/3/22 5:31","Nicole.Hamre_UWA","10/3/22 5:31","Nicole.Hamre_UWA"
126,"00000000-0000-0000-0000-000000000000","F25E0634-5D70-419E-A875-9C0AD821D158",12,30,"None",NA,1984,6121,"Esperance","Male",NA,2,NA,NA,5,"Aj28",NA,"10/3/22 6:16","Nicole.Hamre_UWA","10/3/22 6:16","Nicole.Hamre_UWA"
127,"00000000-0000-0000-0000-000000000000","26AD0A3E-A8B0-453D-9172-3F1EC0412814",20,40,"None",0,1963,6430,"Esperance","Male",0,1,0,0,4,"AT000","Was with local","11/3/22 2:06","Nicole.Hamre_UWA","11/3/22 2:06","Nicole.Hamre_UWA"
128,"00000000-0000-0000-0000-000000000000","7A85D6A7-763B-452C-BC9B-431FA6DCD28D",20,50,"None",0,1980,6432,"Esperance","Male",0,0,0,0,3,NA,NA,"11/3/22 2:28","Nicole.Hamre_UWA","11/3/22 2:28","Nicole.Hamre_UWA"
129,"00000000-0000-0000-0000-000000000000","269CF01C-6CCB-48E9-B705-21E13819B151",6,45,"None",0,1969,0,"Esperance","Male",0,2,0,0,6,"A383",NA,"11/3/22 4:34","Nicole.Hamre_UWA","11/3/22 4:34","Nicole.Hamre_UWA"
130,"00000000-0000-0000-0000-000000000000","C01501E7-F69B-43DC-B803-FB5662B835D4",15,17,"None",0,1983,6430,"Esperance","Male",0,4,0,0,5,NA,NA,"11/3/22 4:44","Nicole.Hamre_UWA","11/3/22 4:44","Nicole.Hamre_UWA"
131,"00000000-0000-0000-0000-000000000000","968AA520-FE38-41C7-AB66-EA28C1AFB40B",100,36,"None",0,1980,6233,"Esperance","Male",0,1,0,0,4,"DS104",NA,"11/3/22 5:11","Nicole.Hamre_UWA","11/3/22 5:11","Nicole.Hamre_UWA"
132,"00000000-0000-0000-0000-000000000000","FD6D4685-2C6E-4C91-81D8-EEB784E45E49",8,30,"OW",3,1973,0,"Esperance","Male",0,0,0,1,3,"EA530",NA,"12/3/22 3:04","Nicole.Hamre_UWA","12/3/22 3:04","Nicole.Hamre_UWA"
133,"00000000-0000-0000-0000-000000000000","64D588D0-A5FE-4CA2-A913-6D7347287DBB",15,8,"OW",150,1973,0,"Esperance","Male",0,1,0,0,5,"58565",NA,"12/3/22 3:23","Nicole.Hamre_UWA","12/3/22 3:23","Nicole.Hamre_UWA"
134,"00000000-0000-0000-0000-000000000000","8D7DE1F4-DD3A-44E4-9829-416427AC0BB7",0,30,"None",0,1981,6430,"Esperance","Male",0,1,0,0,4,"Bb822",NA,"12/3/22 3:58","Nicole.Hamre_UWA","12/3/22 3:58","Nicole.Hamre_UWA"
135,"00000000-0000-0000-0000-000000000000","DA74B573-68DA-4EA1-88E4-4BDD2169A8C8",20,40,"None",0,1974,0,"Esperance","Male",1,0,0,0,4,"BJ460",NA,"12/3/22 4:08","Nicole.Hamre_UWA","12/3/22 4:17","Nicole.Hamre_UWA"
136,"00000000-0000-0000-0000-000000000000","0DE21CFA-1216-4EC0-BBFF-693203C681DA",6,30,"OW",50,1980,0,"Esperance","Male",0,3,0,0,4,"72041",NA,"12/3/22 5:18","Nicole.Hamre_UWA","12/3/22 5:18","Nicole.Hamre_UWA"
137,"00000000-0000-0000-0000-000000000000","A767FC2F-346F-479E-8D09-0359C55E118E",12,4,"None",0,1994,6171,"Esperance","Male",0,2,0,0,4,"680","No letters in licence","12/3/22 5:25","Nicole.Hamre_UWA","12/3/22 5:29","Nicole.Hamre_UWA"
138,"00000000-0000-0000-0000-000000000000","8AA45386-165E-476C-AE9A-7A2A90AF877E",20,55,"None",0,1961,6213,"Esperance","Male",0,1,0,0,3,"ER559",NA,"12/3/22 6:35","Nicole.Hamre_UWA","12/3/22 6:35","Nicole.Hamre_UWA"
139,"00000000-0000-0000-0000-000000000000","F04B5F9D-9758-4179-8283-4246C8EB6B78",6,50,"None",0,1966,0,"Esperance","Male",1,0,0,1,3,"EM274",NA,"12/3/22 6:51","Nicole.Hamre_UWA","12/3/22 6:52","Nicole.Hamre_UWA"
140,"00000000-0000-0000-0000-000000000000","DFA61E9C-2BD8-4587-BC9D-847D157D8525",6,40,"None",0,1971,0,"Esperance","Male",0,1,0,0,5,"BO145",NA,"12/3/22 7:17","Nicole.Hamre_UWA","12/3/22 7:17","Nicole.Hamre_UWA"
141,"00000000-0000-0000-0000-000000000000","EBF4F30F-2174-4C7F-BC4C-3B0499B51276",20,50,"None",0,1945,0,"Esperance","Male",1,0,0,0,3,"90527",NA,"12/3/22 7:30","Nicole.Hamre_UWA","12/3/22 7:30","Nicole.Hamre_UWA"
142,"00000000-0000-0000-0000-000000000000","DCDD2CFE-F78B-4990-8EFD-B935553933B4",2,0,"None",0,1998,3115,"Esperance","Male",1,0,0,0,5,"WF869",NA,"12/3/22 7:38","Nicole.Hamre_UWA","12/3/22 7:38","Nicole.Hamre_UWA"
143,"00000000-0000-0000-0000-000000000000","98B8B5CA-52A6-4D73-B426-89826E18128D",20,10,"None",0,1987,0,"Esperance","Male",0,1,0,0,4,"GA814",NA,"10/3/22 5:09","Nicole.Hamre_UWA","10/3/22 5:09","Nicole.Hamre_UWA"
144,"00000000-0000-0000-0000-000000000000","2BAC57ED-EDF9-4393-9F8D-C27E2B733D11",30,50,"None",NA,1963,6430,"Esperance","Male",NA,2,NA,NA,NA,"Gr692",NA,"12/3/22 5:34","Nicole.Hamre_UWA","12/3/22 5:34","Nicole.Hamre_UWA"
145,"00000000-0000-0000-0000-000000000000","6C243CB5-B6CE-4B8C-9F9F-C3F40742A68E",15,70,"None",NA,1950,6330,"Esperance","Male",NA,3,NA,NA,7,"Do921",NA,"12/3/22 6:26","Nicole.Hamre_UWA","12/3/22 6:26","Nicole.Hamre_UWA"
